Id,MSSubClass,LotFrontage,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,TotalBsmtSF,GrLivArea,BedroomAbvGr,TotRmsAbvGrd,GarageArea
2260,20,160,18160,Inside,Gilbert,1Fam,1Story,6,6,1964,Gable,1302,1128,3,6,480
2261,120,38,4740,Inside,StoneBr,TwnhsE,1Story,8,5,1988,Gable,1166,1179,2,5,480
2262,120,35,5118,Inside,StoneBr,TwnhsE,1Story,8,5,1990,Gable,1312,1321,1,4,484
2263,60,98,12328,Inside,StoneBr,1Fam,2Story,8,5,2005,Hip,1149,2541,4,10,729
2264,20,52,51974,CulDSac,StoneBr,1Fam,1Story,9,5,2006,Hip,2660,2338,4,8,1110
2265,190,195,41600,FR2,Gilbert,2fmCon,1Story,5,5,1969,Gable,1100,1424,3,7,828
2266,120,61,8035,Inside,StoneBr,TwnhsE,1Story,9,5,2006,Gable,1612,1612,2,6,556
2267,20,85,14082,Inside,StoneBr,1Fam,1Story,8,5,2006,Hip,2220,2234,1,7,724
2268,20,81,13870,Inside,StoneBr,1Fam,1Story,10,5,2006,Hip,1742,2042,3,8,724
2269,20,NA,10960,Inside,NWAmes,1Fam,1Story,6,5,1984,Hip,1284,1284,3,5,480
2270,60,78,12090,Inside,NWAmes,1Fam,2Story,7,7,1981,Gable,725,1479,3,6,484
2271,20,93,12299,Inside,NWAmes,1Fam,1Story,7,6,1978,Gable,1529,1664,3,7,663
2272,60,61,11339,Inside,NWAmes,1Fam,2Story,7,5,1979,Hip,780,1930,4,9,481
2273,20,79,11850,FR2,NWAmes,1Fam,1Story,6,6,1984,Gable,1153,1177,3,6,495
2274,20,80,10400,Inside,NWAmes,1Fam,1Story,6,5,1979,Gable,1259,1353,2,5,478
2275,20,128,13001,Inside,NWAmes,1Fam,1Story,6,5,1971,Hip,1625,1220,2,6,944
2276,80,64,8991,CulDSac,NWAmes,1Fam,SLvl,7,6,1976,Gable,1228,1324,3,5,585
2277,60,80,8000,Inside,NWAmes,1Fam,2Story,6,6,1974,Gable,1084,1877,4,8,488
2278,20,63,9457,Inside,NAmes,1Fam,1Story,5,6,1970,Gable,925,1422,3,7,576
2279,20,66,7920,Inside,NAmes,1Fam,1Story,5,5,1970,Gable,914,914,3,5,368
2280,20,NA,17199,FR2,NAmes,1Fam,1Story,4,7,1961,Gable,914,914,2,4,270
2281,120,33,4113,Inside,NAmes,TwnhsE,1Story,6,5,2001,Gable,1337,1337,2,5,511
2282,120,26,10943,FR2,NAmes,TwnhsE,1Story,6,5,1997,Gable,1405,1337,2,5,522
2283,160,21,2205,Inside,BrDale,Twnhs,2Story,6,6,1973,Gable,525,1092,3,6,264
2284,160,21,2058,Inside,BrDale,Twnhs,2Story,6,5,1973,Gable,672,1218,4,7,264
2285,120,24,2304,Inside,NPkVill,Twnhs,1Story,7,7,1978,Gable,1061,1055,2,4,319
2286,20,65,7150,Inside,NAmes,1Fam,1Story,5,6,1966,Hip,988,988,3,5,360
2287,20,96,12469,FR2,NridgHt,1Fam,1Story,9,5,2006,Hip,1790,1816,3,7,730
2288,20,91,11825,Inside,NridgHt,1Fam,1Story,8,5,2006,Gable,1694,1694,3,7,856
2289,20,110,14333,Corner,NridgHt,1Fam,1Story,8,5,2007,Gable,2108,2122,2,7,938
2290,60,107,13641,Inside,NridgHt,1Fam,2Story,9,5,2007,Hip,1934,2656,3,8,1040
2291,60,110,13440,Inside,NridgHt,1Fam,2Story,8,5,2006,Hip,1108,2550,4,11,670
2292,20,105,15431,Inside,NridgHt,1Fam,1Story,10,5,2005,Hip,1994,2046,2,7,878
2293,20,107,13891,Inside,NridgHt,1Fam,1Story,9,5,2007,Hip,2552,2552,3,8,932
2294,60,118,13654,CulDSac,NridgHt,1Fam,2Story,9,5,2005,Gable,1704,2758,4,9,814
2295,20,59,17169,CulDSac,NridgHt,1Fam,1Story,10,5,2007,Hip,2320,2290,2,7,1174
2296,60,134,16659,Corner,NridgHt,1Fam,2Story,8,5,2007,Gable,1582,2152,3,7,728
2297,60,82,9709,Inside,NridgHt,1Fam,2Story,8,5,2007,Gable,918,2100,3,8,786
2298,20,94,13615,Corner,NridgHt,1Fam,1Story,9,5,2006,Hip,1802,1802,3,7,843
2299,60,99,13069,Inside,NridgHt,1Fam,2Story,8,5,2004,Gable,1706,2956,5,11,916
2300,60,110,14277,Inside,NridgHt,1Fam,2Story,8,5,2003,Gable,1317,2385,3,7,818
2301,60,NA,12568,Inside,NridgHt,1Fam,2Story,8,5,2007,Hip,895,1818,3,8,774
2302,20,70,9926,Inside,NridgHt,1Fam,1Story,7,5,2005,Gable,1614,1614,3,7,878
2303,20,71,9254,Inside,NridgHt,1Fam,1Story,8,5,2005,Gable,1721,1721,3,7,554
2304,60,92,10732,Corner,NridgHt,1Fam,2Story,8,5,2006,Gable,1298,1828,3,7,876
2305,120,34,3901,Inside,NridgHt,Twnhs,1Story,6,5,2005,Gable,1302,1302,1,5,631
2306,120,34,3903,Inside,NridgHt,Twnhs,1Story,6,5,2005,Gable,1302,1302,1,5,631
2307,120,41,6289,Inside,NridgHt,TwnhsE,1Story,6,5,2005,Gable,1362,1362,2,6,460
2308,120,34,4590,Inside,NridgHt,Twnhs,1Story,8,5,2006,Gable,1554,1554,2,6,627
2309,120,48,7841,Inside,NridgHt,TwnhsE,1Story,9,5,2005,Hip,1577,1577,2,6,564
2310,120,48,6240,Inside,NridgHt,TwnhsE,1Story,8,5,2006,Hip,1324,1324,2,6,550
2311,120,48,3242,Inside,NridgHt,TwnhsE,1Story,7,5,2003,Gable,1405,1405,2,6,478
2312,60,59,15810,Inside,Gilbert,1Fam,2Story,6,5,2007,Gable,768,1496,3,7,572
2313,60,65,10237,Inside,Gilbert,1Fam,2Story,6,5,2005,Gable,768,1536,3,6,400
2314,60,58,13204,Inside,Gilbert,1Fam,2Story,7,5,2006,Gable,608,1458,3,6,454
2315,60,62,8857,Inside,Gilbert,1Fam,2Story,6,5,2006,Gable,738,1495,3,7,440
2316,60,63,9729,Inside,Gilbert,1Fam,2Story,6,5,2006,Gable,698,1746,3,6,350
2317,20,88,12216,Corner,Gilbert,1Fam,1Story,6,5,2005,Gable,1326,1326,3,6,388
2318,60,72,8229,Inside,Gilbert,1Fam,2Story,6,5,2007,Gable,752,1504,3,6,440
2319,60,64,7713,Inside,Gilbert,1Fam,2Story,7,5,2007,Gable,728,1456,3,7,400
2320,20,64,7697,Inside,Gilbert,1Fam,1Story,7,6,2007,Gable,1246,1258,3,6,462
2321,120,NA,3621,Inside,Blmngtn,TwnhsE,1Story,8,5,2003,Hip,1406,1589,2,7,630
2322,20,53,3710,Inside,Blmngtn,1Fam,1Story,7,5,2007,Gable,1266,1266,2,6,388
2323,80,65,16219,Inside,Gilbert,1Fam,SLvl,7,5,2004,Gable,835,1119,2,5,437
2324,80,87,11084,Corner,Gilbert,1Fam,SLvl,7,5,2004,Gable,384,1374,3,8,400
2325,20,59,10936,Inside,Gilbert,1Fam,1Story,7,5,2006,Gable,1510,1525,3,6,534
2326,80,NA,11950,Corner,Gilbert,1Fam,SLvl,7,5,2003,Gable,384,1394,3,7,400
2327,60,63,7875,Inside,Gilbert,1Fam,2Story,7,5,2003,Gable,847,1948,4,8,434
2328,60,NA,8740,Inside,Gilbert,1Fam,2Story,7,5,2002,Gable,854,1995,4,8,435
2329,60,58,9487,Inside,Gilbert,1Fam,2Story,6,5,2000,Gable,915,1690,3,7,442
2330,60,59,9649,Inside,Gilbert,1Fam,2Story,6,5,1999,Gable,941,1644,3,7,460
2331,60,100,12191,Inside,NoRidge,1Fam,2Story,8,5,1997,Hip,1779,2551,4,8,925
2332,60,89,10557,Inside,NoRidge,1Fam,2Story,9,5,1998,Gable,1408,3078,4,9,806
2333,60,74,11002,Inside,NoRidge,1Fam,2Story,8,5,1998,Gable,1389,2582,4,9,758
2334,60,83,10790,Inside,NoRidge,1Fam,2Story,7,5,1998,Gable,1066,2385,4,8,600
2335,60,88,11762,Inside,NoRidge,1Fam,2Story,8,5,1992,Gable,1105,2202,4,9,517
2336,60,82,9044,Inside,NoRidge,1Fam,2Story,8,5,1996,Gable,1325,2538,4,8,933
2337,20,75,9910,Inside,Somerst,1Fam,1Story,7,6,2007,Gable,1369,1369,3,5,605
2338,20,91,11830,Inside,Somerst,1Fam,1Story,8,5,2007,Gable,1542,1542,3,6,852
2339,20,76,10612,Inside,Somerst,1Fam,1Story,8,5,2006,Gable,1524,1534,3,7,484
2340,20,98,12291,Inside,Somerst,1Fam,1Story,10,5,2007,Hip,1966,1966,1,6,1092
2341,20,85,9965,FR2,Somerst,1Fam,1Story,7,5,2007,Gable,1528,1528,3,6,480
2342,20,74,8847,Inside,Somerst,1Fam,1Story,8,5,2005,Gable,1538,1538,3,7,484
2343,20,70,8251,Inside,Somerst,1Fam,1Story,7,5,2005,Gable,1494,1506,3,7,672
2344,60,70,9605,Inside,Somerst,1Fam,2Story,7,5,2006,Gable,982,1977,3,7,574
2345,60,75,8778,Inside,Somerst,1Fam,2Story,8,5,2006,Gable,1302,1830,3,7,859
2346,20,72,8640,Inside,Somerst,1Fam,1Story,8,5,2007,Gable,1338,1338,3,6,598
2347,20,75,9000,Inside,Somerst,1Fam,1Story,7,5,2006,Gable,1335,1335,3,6,575
2348,60,72,8640,Inside,Somerst,1Fam,2Story,8,5,2007,Gable,896,1792,3,8,590
2349,60,81,10411,Corner,Somerst,1Fam,2Story,5,5,2007,Gable,725,1588,3,8,561
2350,60,112,12217,Inside,Somerst,1Fam,2Story,8,5,2007,Hip,955,1880,3,8,880
2351,20,84,10440,Corner,Somerst,1Fam,1Story,8,5,2007,Gable,1574,1584,2,6,594
2352,20,100,11824,Corner,Somerst,1Fam,1Story,8,5,2006,Gable,1685,1685,2,5,658
2353,60,85,10625,Inside,Somerst,1Fam,2Story,6,5,2004,Gable,1158,2443,4,9,744
2354,20,63,7500,Inside,SawyerW,1Fam,1Story,6,5,2006,Gable,1100,1100,3,6,0
2355,20,63,7500,Inside,SawyerW,1Fam,1Story,7,5,2006,Gable,1143,1143,3,5,0
2356,20,60,12450,Inside,SawyerW,1Fam,1Story,5,5,2003,Gable,1094,1094,3,6,576
2357,20,65,7441,Inside,SawyerW,1Fam,1Story,7,5,2006,Gable,1461,1486,3,7,566
2358,60,NA,11613,Corner,SawyerW,1Fam,2Story,6,5,1993,Gable,864,1820,3,7,492
2359,160,50,8012,Inside,SawyerW,TwnhsE,2Story,6,5,1980,Gable,630,1266,2,5,283
2360,20,64,6285,Inside,Sawyer,1Fam,1Story,5,5,1977,Gable,894,894,2,5,308
2361,20,84,7476,Corner,Sawyer,1Fam,1Story,5,7,1968,Gable,1040,1040,3,5,686
2362,60,NA,19522,Inside,Veenker,1Fam,2Story,7,5,1990,Gable,1223,2503,3,7,564
2363,20,44,10751,CulDSac,Sawyer,1Fam,1Story,5,5,1974,Gable,1037,1037,2,5,431
2364,20,43,12712,CulDSac,Sawyer,1Fam,1Story,6,7,1973,Gable,1044,1055,2,5,542
2365,120,45,4379,FR2,Somerst,TwnhsE,1Story,8,5,2004,Gable,1378,1378,2,6,540
2366,120,80,3523,Inside,Somerst,TwnhsE,1Story,8,5,2006,Gable,1141,1151,2,5,484
2367,120,32,3784,Inside,Somerst,TwnhsE,1Story,8,5,2006,Gable,1511,1565,2,5,476
2368,120,40,3606,Inside,Somerst,TwnhsE,1Story,7,5,2006,Gable,1352,1352,2,5,466
2369,120,30,5330,Inside,Somerst,TwnhsE,1Story,8,5,2006,Gable,1550,1550,2,5,528
2370,160,24,2280,Inside,Somerst,Twnhs,2Story,6,5,1999,Gable,744,1501,3,6,440
2371,160,24,2117,Inside,Somerst,Twnhs,2Story,6,5,2000,Gable,756,1573,3,4,440
2372,20,73,7321,Inside,Somerst,1Fam,1Story,7,5,1999,Gable,1339,1358,3,5,625
2373,60,NA,8010,Inside,Somerst,1Fam,2Story,8,5,2003,Hip,1054,2048,3,8,552
2374,60,106,8413,Inside,Somerst,1Fam,2Story,8,5,1998,Gable,1220,2362,3,8,1105
2375,120,50,9466,FR2,Veenker,TwnhsE,1Story,8,5,1994,Gable,1494,1494,1,5,478
2376,20,80,12000,Inside,Veenker,1Fam,1Story,7,6,1980,Hip,2002,2362,3,8,546
2377,20,94,17778,Inside,Veenker,1Fam,1Story,8,5,1981,Hip,2461,2497,2,7,676
2378,20,78,11700,Inside,NWAmes,1Fam,1Story,6,6,1968,Gable,912,1152,3,7,412
2379,60,80,8000,Inside,NWAmes,1Fam,2Story,6,6,1970,Gable,1008,2411,4,8,570
2380,85,NA,8723,Inside,NWAmes,1Fam,SFoyer,6,6,1969,Gable,973,1082,3,6,480
2381,20,130,11700,Corner,NWAmes,1Fam,1Story,6,5,1968,Gable,1295,1295,3,6,528
2382,20,108,11358,Corner,NWAmes,1Fam,1Story,7,7,1972,Hip,1124,1610,3,8,515
2383,20,80,9547,Inside,NWAmes,1Fam,1Story,7,6,1993,Gable,1594,1594,2,6,472
2384,60,78,10530,Inside,NWAmes,1Fam,2Story,7,6,1993,Gable,1148,2075,3,8,473
2385,20,88,10738,Corner,NWAmes,1Fam,1Story,6,7,1966,Hip,1093,1093,3,6,484
2386,20,80,10800,Inside,NWAmes,1Fam,1Story,6,5,1963,Gable,1052,1052,3,6,311
2387,20,70,8050,Inside,NAmes,1Fam,1Story,5,6,1967,Gable,949,1107,3,5,308
2388,90,NA,10899,Inside,NAmes,Duplex,1Story,4,5,1964,Gable,0,1224,2,8,530
2389,20,74,7450,Inside,NAmes,1Fam,1Story,5,5,1956,Hip,894,1074,2,6,396
2390,20,NA,14357,CulDSac,NAmes,1Fam,1Story,5,5,1961,Hip,864,1187,2,6,440
2391,20,76,8243,CulDSac,NAmes,1Fam,1Story,5,7,1961,Gable,964,964,3,5,784
2392,20,70,8680,Inside,NAmes,1Fam,1Story,5,7,1960,Hip,894,894,3,5,312
2393,20,80,8800,Inside,NAmes,1Fam,1Story,7,6,1966,Hip,1174,1200,3,6,440
2394,80,80,9200,Inside,NAmes,1Fam,SLvl,6,5,1965,Gable,1042,1042,3,5,440
2395,60,80,8800,Inside,NAmes,1Fam,2Story,6,7,1964,Gable,845,2154,5,8,539
2396,20,NA,11382,Inside,NAmes,1Fam,1Story,6,5,1964,Gable,1130,1374,3,7,286
2397,20,NA,22002,Corner,NAmes,1Fam,1Story,6,7,1959,Gable,1592,1652,3,6,510
2398,45,85,12172,Inside,NAmes,1Fam,1.5Unf,5,7,1940,Gable,822,908,2,4,512
2399,20,50,5000,Inside,BrkSide,1Fam,1Story,3,3,1946,Gable,666,666,2,4,0
2400,50,51,3500,Inside,BrkSide,1Fam,1.5Fin,3,5,1945,Gable,370,670,2,4,0
2401,20,50,5175,Inside,BrkSide,1Fam,1Story,5,8,1958,Gable,808,808,2,5,308
2402,20,80,9600,Inside,NAmes,1Fam,1Story,5,6,1955,Hip,1078,1150,2,6,288
2403,90,63,8668,Corner,NAmes,Duplex,1Story,5,5,1968,Gable,1560,1560,4,8,792
2404,85,NA,10050,Inside,NAmes,1Fam,SFoyer,5,6,1966,Gable,793,1280,3,6,432
2405,80,100,9600,Inside,NAmes,1Fam,SLvl,6,5,1961,Hip,1218,1254,3,6,525
2406,20,73,8760,Inside,NAmes,1Fam,1Story,6,7,1957,Gable,936,936,2,4,315
2407,20,65,6860,Inside,NAmes,1Fam,1Story,5,6,1956,Gable,1008,1008,3,6,308
2408,20,60,8250,Corner,NAmes,1Fam,1Story,5,7,1963,Gable,1053,1053,3,6,692
2409,20,70,9100,Inside,NAmes,1Fam,1Story,5,5,1960,Hip,1144,1144,3,6,336
2410,20,80,9736,Inside,NAmes,1Fam,1Story,6,6,1957,Gable,1331,1721,4,8,464
2411,20,72,9770,Inside,NAmes,1Fam,1Story,5,5,1957,Gable,922,922,2,5,308
2412,20,70,12198,Inside,NAmes,1Fam,1Story,5,6,1955,Gable,1204,1411,3,7,310
2413,20,75,10050,Inside,NAmes,1Fam,1Story,5,5,1955,Hip,1216,1216,3,5,336
2414,20,60,11556,Inside,NAmes,1Fam,1Story,5,9,1953,Gable,864,1154,3,6,336
2415,90,70,8078,Inside,NAmes,Duplex,1Story,5,5,1958,Hip,1560,1560,4,8,484
2416,20,60,10950,Inside,NAmes,1Fam,1Story,6,6,1952,Hip,948,948,2,5,410
2417,20,68,7942,Inside,NAmes,1Fam,1Story,6,7,1953,Hip,1040,1040,3,6,293
2418,20,71,8540,Corner,NAmes,1Fam,1Story,5,8,1956,Gable,925,925,3,5,252
2419,50,55,7150,Inside,NAmes,1Fam,1.5Fin,4,4,1955,Gable,1190,1540,4,7,352
2420,20,70,8400,Corner,NAmes,1Fam,1Story,5,5,1955,Gable,923,925,3,5,390
2421,20,75,9532,Inside,NAmes,1Fam,1Story,4,6,1953,Gable,1105,1647,3,6,280
2422,20,NA,15783,Inside,OldTown,1Fam,1Story,5,5,1952,Gable,924,924,2,6,420
2423,50,60,14190,Inside,OldTown,1Fam,1.5Fin,4,7,1890,Gable,925,1544,3,7,0
2424,50,NA,12099,Inside,NAmes,1Fam,1.5Fin,5,6,1953,Gable,1216,1728,3,7,371
2425,70,113,21281,Inside,NAmes,1Fam,2Story,5,4,1935,Gable,666,3086,4,9,1200
2426,50,60,10284,Corner,OldTown,1Fam,1.5Fin,4,7,1925,Gable,1151,1281,1,6,580
2427,70,60,10800,Inside,OldTown,1Fam,2Story,5,9,1895,Gable,736,1534,3,6,0
2428,80,93,10090,Inside,NAmes,1Fam,SLvl,7,5,1963,Gable,725,1651,4,6,276
2429,20,75,8700,Inside,NAmes,1Fam,1Story,5,7,1961,Gable,920,888,3,5,240
2430,20,66,8300,Inside,NAmes,1Fam,1Story,6,6,1968,Gable,952,952,3,5,288
2431,20,60,7200,Inside,NAmes,1Fam,1Story,5,3,1950,Gable,864,1238,3,6,357
2432,20,NA,7500,Inside,NAmes,1Fam,1Story,5,7,1959,Hip,1040,1040,3,6,286
2433,20,70,7315,Inside,NAmes,1Fam,1Story,5,6,1958,Hip,1170,1170,3,6,338
2434,20,70,7903,Inside,NAmes,1Fam,1Story,5,5,1960,Hip,1242,1242,3,6,324
2435,20,80,8000,Inside,NAmes,1Fam,1Story,5,5,1960,Hip,1377,1377,3,6,351
2436,20,70,7000,Corner,NAmes,1Fam,1Story,5,6,1961,Gable,0,925,3,7,300
2437,20,60,6600,Inside,NAmes,1Fam,1Story,5,5,1962,Hip,864,864,2,5,294
2438,85,66,6760,Inside,NAmes,1Fam,SFoyer,5,5,1962,Gable,896,936,3,6,288
2439,30,60,6978,Inside,OldTown,1Fam,1Story,5,7,1926,Gable,850,960,2,5,576
2440,50,50,6000,Inside,OldTown,1Fam,1.5Fin,6,6,1927,Gable,845,1296,3,6,576
2441,30,56,4480,Corner,OldTown,1Fam,1Story,5,5,1922,Gable,1022,1022,2,4,184
2442,30,56,3153,Inside,OldTown,1Fam,1Story,5,6,1920,Gable,967,967,2,5,180
2443,30,60,7200,Inside,OldTown,1Fam,1Story,5,8,1940,Gable,808,1072,2,5,379
2444,50,120,9000,Corner,OldTown,1Fam,1.5Fin,5,8,1900,Gable,680,1174,2,6,576
2445,50,50,5925,Inside,OldTown,1Fam,1.5Fin,4,6,1900,Gable,570,1141,3,6,252
2446,70,57,9639,Inside,OldTown,1Fam,2Story,4,8,1900,Gable,1075,1798,4,7,342
2447,70,NA,10337,Inside,OldTown,1Fam,2Story,8,9,1910,Hip,725,1772,3,7,816
2448,70,53,9863,Inside,OldTown,1Fam,2Story,6,6,1927,Gambrel,728,1642,4,9,374
2449,70,35,4571,Inside,OldTown,1Fam,2Story,5,7,1910,Gable,616,1232,3,6,480
2450,50,56,8398,Inside,OldTown,1Fam,1.5Fin,6,8,1910,Gable,926,1650,3,6,468
2451,70,60,3600,Inside,OldTown,1Fam,2Story,5,7,1930,Gambrel,687,1358,3,6,336
2452,75,75,13500,Corner,OldTown,1Fam,2.5Unf,7,8,1879,Gable,819,2454,3,8,576
2453,20,52,8626,Inside,OldTown,1Fam,1Story,4,6,1956,Gable,0,968,2,5,331
2454,80,76,11800,Inside,OldTown,1Fam,SLvl,4,7,1949,Gable,0,1382,1,6,384
2455,40,55,6854,Inside,BrkSide,1Fam,1Story,5,7,1925,Gable,756,1060,1,6,308
2456,50,55,8674,Inside,BrkSide,1Fam,1.5Fin,5,6,1950,Gable,910,1435,3,6,308
2457,50,50,6125,Inside,BrkSide,1Fam,1.5Fin,5,7,1939,Gable,728,1274,3,6,224
2458,70,50,6000,Inside,BrkSide,1Fam,2Story,6,6,1939,Gable,600,1232,3,6,217
2459,45,51,6120,Inside,BrkSide,1Fam,1.5Unf,5,7,1939,Gable,884,884,2,5,240
2460,50,NA,6240,Inside,BrkSide,1Fam,1.5Fin,6,5,1938,Gable,861,1409,3,6,528
2461,50,52,6240,Inside,BrkSide,1Fam,1.5Fin,5,8,1939,Gable,672,1322,4,7,280
2462,50,52,6240,Inside,BrkSide,1Fam,1.5Fin,5,7,1930,Gable,966,1426,3,6,230
2463,50,51,6120,Inside,BrkSide,1Fam,1.5Fin,5,6,1926,Gable,756,1281,2,6,379
2464,70,47,7755,Inside,OldTown,1Fam,2Story,6,8,1918,Gable,1100,2264,4,8,408
2465,50,60,8850,Inside,BrkSide,1Fam,1.5Fin,6,7,1920,Gable,768,1376,3,7,576
2466,50,60,8550,Inside,BrkSide,1Fam,1.5Fin,5,5,1926,Gable,750,1316,4,7,576
2467,70,NA,5700,Corner,OldTown,1Fam,2Story,7,6,1929,Gable,672,1344,3,6,456
2468,45,40,5680,Inside,OldTown,1Fam,1.5Fin,5,4,1901,Gable,592,1173,3,7,240
2469,50,40,5680,Inside,OldTown,1Fam,1.5Fin,5,3,1901,Gable,969,1214,2,6,216
2470,80,120,13200,Corner,IDOTRR,1Fam,SLvl,6,6,1963,Gable,741,2294,5,9,658
2471,60,60,9780,Inside,IDOTRR,1Fam,2Story,7,9,1950,Gable,976,1952,4,8,299
2472,50,60,10320,Inside,IDOTRR,1Fam,1.5Fin,6,5,1915,Gable,1138,2180,3,7,720
2473,190,52,4330,Inside,IDOTRR,2fmCon,1.5Fin,4,6,1958,Gable,808,1315,3,5,436
2474,50,60,10320,Corner,IDOTRR,1Fam,1.5Fin,4,1,1910,Gable,771,1484,3,6,264
2475,70,107,12888,Inside,Sawyer,1Fam,2Story,7,8,1937,Gable,1005,2267,3,7,498
2476,190,59,4484,Corner,SWISU,2fmCon,1.5Fin,5,6,1942,Gable,672,1282,2,4,240
2477,190,75,11235,Inside,Sawyer,2fmCon,SFoyer,5,5,1963,Gable,925,999,3,6,308
2478,85,75,11235,Inside,Sawyer,1Fam,SFoyer,5,5,1964,Gable,1420,1452,2,6,572
2479,20,62,14299,Inside,Sawyer,1Fam,1Story,4,3,1964,Gable,1005,1005,3,5,440
2480,80,65,14149,Inside,Sawyer,1Fam,SLvl,5,8,1964,Hip,980,1020,3,5,528
2481,20,NA,11677,Inside,Sawyer,1Fam,1Story,5,4,1966,Gable,1040,1040,3,6,264
2482,190,70,8425,FR3,Sawyer,2fmCon,1Story,5,6,1971,Gable,768,868,2,6,576
2483,20,86,8665,Inside,Sawyer,1Fam,1Story,5,5,1968,Gable,876,897,3,5,264
2484,20,NA,8398,Inside,Sawyer,1Fam,1Story,5,5,1967,Gable,943,943,2,5,528
2485,20,NA,8169,Corner,Sawyer,1Fam,1Story,5,7,1966,Gable,912,912,3,6,315
2486,20,81,14175,Inside,Sawyer,1Fam,1Story,5,5,1956,Hip,1240,1375,3,6,323
2487,60,99,16779,Inside,Sawyer,1Fam,2Story,5,4,1920,Gable,671,2654,4,11,638
2488,50,70,6960,Inside,Sawyer,1Fam,1.5Fin,7,8,1940,Gable,680,1302,2,6,224
2489,20,91,11375,Inside,Sawyer,1Fam,1Story,6,5,1954,Gable,967,1299,3,6,494
2490,20,85,13770,Corner,Sawyer,1Fam,1Story,5,6,1958,Gable,1158,1176,3,6,303
2491,20,NA,9000,Inside,Sawyer,1Fam,1Story,4,7,1945,Gable,0,998,3,5,460
2492,20,NA,11075,Corner,ClearCr,1Fam,1Story,6,5,1984,Hip,1190,1522,3,7,552
2493,20,NA,17541,Corner,Edwards,1Fam,1Story,5,7,1948,Hip,409,1325,3,6,576
2494,20,NA,22692,Inside,Edwards,1Fam,1Story,5,5,1953,Gable,1073,1630,3,6,649
2495,20,84,17808,Inside,Edwards,1Fam,1Story,4,5,1946,Gable,484,1242,2,4,336
2496,20,102,12671,Corner,ClearCr,1Fam,1Story,6,7,1954,Hip,1288,2422,4,6,527
2497,50,70,10512,Inside,Edwards,1Fam,1.5Fin,6,6,1954,Gable,988,1626,3,6,332
2498,20,60,5400,Inside,SWISU,1Fam,1Story,5,5,1958,Gable,864,864,3,6,399
2499,30,NA,11515,CulDSac,Edwards,1Fam,1Story,4,5,1958,Gable,0,943,3,5,308
2500,120,39,3869,Inside,Edwards,TwnhsE,1Story,5,6,1984,Gable,1038,1038,2,5,264
2501,20,58,9280,Inside,Edwards,1Fam,1Story,5,6,1951,Gable,1342,1342,4,7,256
2502,50,60,11100,Inside,Edwards,1Fam,1.5Fin,5,6,1951,Gable,1080,1480,4,7,253
2503,50,50,7550,Inside,Edwards,1Fam,1.5Fin,4,5,1920,Gambrel,951,1362,4,7,280
2504,50,104,23920,Inside,SawyerW,1Fam,1.5Fin,6,5,1984,Gable,1105,1822,4,7,515
2505,60,75,9317,Inside,SawyerW,1Fam,2Story,7,5,1994,Gable,779,1958,3,7,499
2506,20,71,9178,Inside,CollgCr,1Fam,1Story,8,5,2007,Gable,1643,1651,3,7,870
2507,20,93,10481,Inside,CollgCr,1Fam,1Story,8,5,2006,Hip,2140,2140,3,8,894
2508,20,66,10235,Inside,CollgCr,1Fam,1Story,8,5,2007,Gable,1643,1651,3,7,870
2509,20,75,11750,Inside,CollgCr,1Fam,1Story,7,5,2005,Gable,1546,1546,3,7,796
2510,20,73,8760,Inside,CollgCr,1Fam,1Story,8,5,2006,Gable,1489,1500,3,7,674
2511,20,64,7242,Inside,CollgCr,1Fam,1Story,7,5,2005,Gable,1270,1270,2,6,524
2512,60,78,9316,Inside,CollgCr,1Fam,2Story,7,5,2005,Gable,879,1795,3,7,578
2513,60,NA,8883,Inside,SawyerW,1Fam,2Story,7,5,1988,Gable,929,1873,3,7,619
2514,20,155,20064,Inside,ClearCr,1Fam,1Story,8,6,1976,Shed,966,1743,0,5,529
2515,20,NA,14217,CulDSac,CollgCr,1Fam,1Story,5,5,1994,Gable,1022,1022,3,6,747
2516,60,57,10021,Inside,CollgCr,1Fam,2Story,6,6,1997,Gable,635,1308,3,6,497
2517,20,60,8428,Inside,CollgCr,1Fam,1Story,5,7,1994,Gable,990,990,3,5,384
2518,20,70,16561,Inside,CollgCr,1Fam,1Story,5,5,1996,Gable,1097,1097,3,6,242
2519,60,47,10820,CulDSac,CollgCr,1Fam,2Story,7,5,1999,Gable,988,1873,3,7,597
2520,60,43,12352,CulDSac,CollgCr,1Fam,2Story,7,5,1998,Gable,853,1753,3,7,534
2521,60,68,9543,Inside,CollgCr,1Fam,2Story,7,5,2001,Gable,845,1690,3,7,517
2522,60,NA,8826,Inside,CollgCr,1Fam,2Story,7,5,2000,Gable,985,1842,3,7,486
2523,20,97,11800,Inside,CollgCr,1Fam,1Story,5,5,1974,Gable,864,894,3,5,440
2524,80,59,8660,Inside,CollgCr,1Fam,SLvl,5,5,1976,Gable,1015,1025,3,6,370
2525,80,72,9720,Inside,CollgCr,1Fam,SLvl,5,7,1977,Gable,995,1009,3,6,576
2526,20,45,8982,CulDSac,CollgCr,1Fam,1Story,5,5,1977,Gable,1040,1040,3,5,748
